package_id,Result_field
215,NDFDom12
308,NDFDom12
394,NDFDom12
448,NDFDom12
453,NDFDom12
147,NDFDom120
149,NDFDom120
190,NDFDom120
215,NDFDom120
308,NDFDom120
394,NDFDom120
424,NDFDom120
448,NDFDom120
449,NDFDom120
193,NDFDom24
199,NDFDom24
214,NDFDom24
215,NDFDom24
308,NDFDom24
394,NDFDom24
447,NDFDom24
449,NDFDom24
453,NDFDom24
650,NDFDom24
147,NDFDom240
184,NDFDom240
192,NDFDom240
308,NDFDom240
351,NDFDom240
352,NDFDom240
394,NDFDom240
447,NDFDom240
448,NDFDom240
449,NDFDom240
451,NDFDom240
452,NDFDom240
453,NDFDom240
454,NDFDom240
458,NDFDom240
604,NDFDom240
650,NDFDom240
147,NDFDom30
194,NDFDom30
200,NDFDom30
214,NDFDom30
215,NDFDom30
308,NDFDom30
346,NDFDom30
394,NDFDom30
448,NDFDom30
449,NDFDom30
452,NDFDom30
453,NDFDom30
195,NDFDom48
214,NDFDom48
215,NDFDom48
308,NDFDom48
394,NDFDom48
449,NDFDom48
453,NDFDom48
458,NDFDom48
149,NDFDom72
196,NDFDom72
215,NDFDom72
308,NDFDom72
394,NDFDom72
448,NDFDom72
377,NDICP
157,NDICPss
184,NDICPss
187,NDICPss
214,NDICPss
307,NDICPss
351,NDICPss
352,NDICPss
377,NDICPss
391,NDICPss
418,NDICPss
444,NDICPss
447,NDICPss
448,NDICPss
449,NDICPss
451,NDICPss
452,NDICPss
453,NDICPss
458,NDICPss
650,NDICPss
157,NDRom
184,NDRom
214,NDRom
307,NDRom
351,NDRom
352,NDRom
391,NDRom
444,NDRom
447,NDRom
448,NDRom
449,NDRom
451,NDRom
452,NDRom
453,NDRom
458,NDRom
650,NDRom
560,Neosolaniol
622,Neosolaniol
430,Nitrate-N
594,Nitrate-N
597,Nitrate-N
598,Nitrate-N
599,Nitrate-N
600,Nitrate-N
601,Nitrate-N
602,Nitrate-N
59,Nitrogen
65,Nitrogen
157,Nitrogen
180,Nitrogen
181,Nitrogen
184,Nitrogen
214,Nitrogen
231,Nitrogen
232,Nitrogen
288,Nitrogen
307,Nitrogen
333,Nitrogen
334,Nitrogen
335,Nitrogen
336,Nitrogen
340,Nitrogen
341,Nitrogen
345,Nitrogen
346,Nitrogen
351,Nitrogen
352,Nitrogen
354,Nitrogen
355,Nitrogen
360,Nitrogen
361,Nitrogen
386,Nitrogen
387,Nitrogen
388,Nitrogen
389,Nitrogen
390,Nitrogen
391,Nitrogen
392,Nitrogen
393,Nitrogen
397,Nitrogen
401,Nitrogen
405,Nitrogen
413,Nitrogen
414,Nitrogen
418,Nitrogen
419,Nitrogen
421,Nitrogen
424,Nitrogen
426,Nitrogen
431,Nitrogen
432,Nitrogen
433,Nitrogen
434,Nitrogen
444,Nitrogen
447,Nitrogen
448,Nitrogen
449,Nitrogen
451,Nitrogen
452,Nitrogen
453,Nitrogen
454,Nitrogen
458,Nitrogen
604,Nitrogen
605,Nitrogen
633,Nitrogen
650,Nitrogen
560,Nivalenol
621,Nivalenol
550,"Ochratoxin A"
551,"Ochratoxin A"
559,"Ochratoxin A"
560,"Ochratoxin A"
561,"Ochratoxin A"
562,"Ochratoxin A"
563,"Ochratoxin A"
617,"Ochratoxin A"
618,"Ochratoxin A"
631,"Ochratoxin A"
637,"Ochratoxin A"
643,"Ochratoxin A"
644,"Ochratoxin A"
645,"Ochratoxin A"
646,"Ochratoxin A"
558,"Other Molds"
38,P
61,P
155,P
156,P
157,P
158,P
159,P
181,P
184,P
216,P
217,P
307,P
346,P
351,P
352,P
360,P
371,P
386,P
387,P
389,P
393,P
400,P
401,P
413,P
421,P
447,P
448,P
449,P
451,P
452,P
453,P
458,P
466,P
599,P
600,P
601,P
602,P
603,P
629,P
633,P
635,P
636,P
650,P
560,Patulin
626,Patulin
398,peNDF
435,peNDF
558,Penicillium
181,pH
184,pH
288,pH
399,pH
419,pH
448,pH
451,pH
452,pH
453,pH
455,pH
458,pH
595,pH
599,pH
600,pH
601,pH
602,pH
650,pH
334,Phenylalenine
421,Phenylalenine
333,Proline
334,Proline
421,Proline
181,Propionic
288,Propionic
419,Propionic
448,Propionic
449,Propionic
453,Propionic
455,Propionic
7,RDM
16,RDM
18,RDM
19,RDM
20,RDM
21,RDM
23,RDM
24,RDM
33,RDM
38,RDM
40,RDM
41,RDM
46,RDM
49,RDM
59,RDM
61,RDM
65,RDM
70,RDM
74,RDM
75,RDM
102,RDM
147,RDM
149,RDM
155,RDM
156,RDM
157,RDM
158,RDM
159,RDM
163,RDM
180,RDM
181,RDM
184,RDM
187,RDM
190,RDM
191,RDM
192,RDM
193,RDM
194,RDM
195,RDM
196,RDM
197,RDM
199,RDM
200,RDM
212,RDM
214,RDM
215,RDM
216,RDM
217,RDM
226,RDM
231,RDM
232,RDM
248,RDM
258,RDM
272,RDM
274,RDM
275,RDM
276,RDM
279,RDM
280,RDM
282,RDM
288,RDM
307,RDM
308,RDM
333,RDM
334,RDM
335,RDM
336,RDM
337,RDM
338,RDM
339,RDM
340,RDM
341,RDM
342,RDM
343,RDM
344,RDM
345,RDM
346,RDM
348,RDM
350,RDM
351,RDM
352,RDM
354,RDM
355,RDM
358,RDM
359,RDM
360,RDM
361,RDM
364,RDM
365,RDM
369,RDM
370,RDM
371,RDM
373,RDM
374,RDM
375,RDM
376,RDM
377,RDM
385,RDM
386,RDM
387,RDM
388,RDM
389,RDM
390,RDM
391,RDM
392,RDM
393,RDM
394,RDM
397,RDM
398,RDM
399,RDM
400,RDM
401,RDM
402,RDM
403,RDM
404,RDM
405,RDM
408,RDM
409,RDM
411,RDM
412,RDM
413,RDM
414,RDM
416,RDM
417,RDM
418,RDM
419,RDM
421,RDM
422,RDM
423,RDM
424,RDM
425,RDM
426,RDM
427,RDM
428,RDM
429,RDM
430,RDM
431,RDM
432,RDM
433,RDM
434,RDM
435,RDM
436,RDM
437,RDM
438,RDM
439,RDM
440,RDM
441,RDM
442,RDM
443,RDM
444,RDM
445,RDM
447,RDM
448,RDM
449,RDM
451,RDM
452,RDM
453,RDM
454,RDM
455,RDM
456,RDM
458,RDM
459,RDM
460,RDM
461,RDM
462,RDM
463,RDM
464,RDM
465,RDM
466,RDM
467,RDM
468,RDM
469,RDM
470,RDM
482,RDM
547,RDM
548,RDM
549,RDM
550,RDM
551,RDM
552,RDM
553,RDM
554,RDM
556,RDM
557,RDM
558,RDM
559,RDM
560,RDM
561,RDM
562,RDM
563,RDM
564,RDM
565,RDM
566,RDM
567,RDM
568,RDM
570,RDM
572,RDM
590,RDM
591,RDM
594,RDM
604,RDM
605,RDM
616,RDM
617,RDM
618,RDM
619,RDM
620,RDM
621,RDM
622,RDM
623,RDM
624,RDM
625,RDM
626,RDM
627,RDM
629,RDM
630,RDM
631,RDM
632,RDM
633,RDM
634,RDM
635,RDM
636,RDM
637,RDM
638,RDM
639,RDM
640,RDM
641,RDM
642,RDM
643,RDM
644,RDM
645,RDM
646,RDM
647,RDM
650,RDM
558,Rhizopus
231,"Ross 16hRUP"
232,"Ross 16hRUP"
232,"Ross UCP"
448,"Ross UCP"
453,"Ross UCP"
61,S
156,S
157,S
158,S
159,S
181,S
184,S
216,S
217,S
307,S
346,S
360,S
386,S
389,S
393,S
401,S
412,S
421,S
447,S
448,S
449,S
451,S
452,S
453,S
458,S
469,S
599,S
600,S
601,S
602,S
603,S
629,S
633,S
635,S
636,S
650,S
333,Serine
334,Serine
421,Serine
157,SCP
181,SCP
184,SCP
307,SCP
351,SCP
352,SCP
391,SCP
404,SCP
444,SCP
447,SCP
448,SCP
449,SCP
451,SCP
452,SCP
453,SCP
458,SCP
650,SCP
20,Starch
21,Starch
24,Starch
157,Starch
181,Starch
184,Starch
214,Starch
226,Starch
248,Starch
307,Starch
350,Starch
351,Starch
352,Starch
355,Starch
391,Starch
418,Starch
421,Starch
424,Starch
427,Starch
442,Starch
443,Starch
444,Starch
447,Starch
448,Starch
449,Starch
451,Starch
452,Starch
453,Starch
454,Starch
456,Starch
458,Starch
604,Starch
605,Starch
633,Starch
638,Starch
650,Starch
157,"Sugar (ESC)"
184,"Sugar (ESC)"
307,"Sugar (ESC)"
348,"Sugar (ESC)"
447,"Sugar (ESC)"
448,"Sugar (ESC)"
449,"Sugar (ESC)"
451,"Sugar (ESC)"
452,"Sugar (ESC)"
453,"Sugar (ESC)"
458,"Sugar (ESC)"
605,"Sugar (ESC)"
650,"Sugar (ESC)"
157,"Sugar (WSC)"
181,"Sugar (WSC)"
184,"Sugar (WSC)"
307,"Sugar (WSC)"
351,"Sugar (WSC)"
352,"Sugar (WSC)"
391,"Sugar (WSC)"
436,"Sugar (WSC)"
444,"Sugar (WSC)"
447,"Sugar (WSC)"
448,"Sugar (WSC)"
449,"Sugar (WSC)"
451,"Sugar (WSC)"
452,"Sugar (WSC)"
453,"Sugar (WSC)"
458,"Sugar (WSC)"
605,"Sugar (WSC)"
650,"Sugar (WSC)"
547,T2
550,T2
551,T2
559,T2
560,T2
561,T2
564,T2
616,T2
617,T2
618,T2
631,T2
634,T2
637,T2
639,T2
640,T2
641,T2
642,T2
643,T2
644,T2
645,T2
646,T2
438,T2/HT2
547,T2/HT2
550,T2/HT2
551,T2/HT2
552,T2/HT2
559,T2/HT2
560,T2/HT2
561,T2/HT2
564,T2/HT2
616,T2/HT2
617,T2/HT2
618,T2/HT2
631,T2/HT2
634,T2/HT2
637,T2/HT2
639,T2/HT2
640,T2/HT2
641,T2/HT2
642,T2/HT2
643,T2/HT2
644,T2/HT2
645,T2/HT2
646,T2/HT2
448,"Total amino acid"
453,"Total amino acid"
102,"Total fatty acids"
184,"Total fatty acids"
258,"Total fatty acids"
424,"Total fatty acids"
447,"Total fatty acids"
448,"Total fatty acids"
449,"Total fatty acids"
451,"Total fatty acids"
452,"Total fatty acids"
453,"Total fatty acids"
454,"Total fatty acids"
458,"Total fatty acids"
650,"Total fatty acids"
333,Threonine
334,Threonine
421,Threonine
550,"Total DONs"
551,"Total DONs"
560,"Total DONs"
561,"Total DONs"
637,"Total DONs"
550,"Total Fumonisins"
551,"Total Fumonisins"
556,"Total Fumonisins"
559,"Total Fumonisins"
560,"Total Fumonisins"
561,"Total Fumonisins"
616,"Total Fumonisins"
617,"Total Fumonisins"
618,"Total Fumonisins"
631,"Total Fumonisins"
637,"Total Fumonisins"
643,"Total Fumonisins"
644,"Total Fumonisins"
645,"Total Fumonisins"
646,"Total Fumonisins"
334,Tryptophan
421,Tryptophan
334,Tyrosine
421,Tyrosine
149,uNDFom12
191,uNDFom12
215,uNDFom12
279,uNDFom12
308,uNDFom12
394,uNDFom12
448,uNDFom12
453,uNDFom12
24,uNDFom120
147,uNDFom120
149,uNDFom120
190,uNDFom120
215,uNDFom120
274,uNDFom120
308,uNDFom120
394,uNDFom120
424,uNDFom120
448,uNDFom120
449,uNDFom120
193,uNDFom24
214,uNDFom24
215,uNDFom24
308,uNDFom24
394,uNDFom24
447,uNDFom24
449,uNDFom24
453,uNDFom24
650,uNDFom24
147,uNDFom240
184,uNDFom240
192,uNDFom240
272,uNDFom240
275,uNDFom240
308,uNDFom240
351,uNDFom240
352,uNDFom240
394,uNDFom240
447,uNDFom240
448,uNDFom240
449,uNDFom240
451,uNDFom240
452,uNDFom240
453,uNDFom240
454,uNDFom240
458,uNDFom240
604,uNDFom240
650,uNDFom240
147,uNDFom30
194,uNDFom30
214,uNDFom30
215,uNDFom30
276,uNDFom30
308,uNDFom30
346,uNDFom30
394,uNDFom30
448,uNDFom30
449,uNDFom30
452,uNDFom30
453,uNDFom30
195,uNDFom48
214,uNDFom48
215,uNDFom48
308,uNDFom48
394,uNDFom48
449,uNDFom48
453,uNDFom48
458,uNDFom48
149,uNDFom72
196,uNDFom72
215,uNDFom72
282,uNDFom72
308,uNDFom72
394,uNDFom72
448,uNDFom72
333,Valine
334,Valine
421,Valine
438,"Vomitoxin (DON)"
547,"Vomitoxin (DON)"
550,"Vomitoxin (DON)"
551,"Vomitoxin (DON)"
553,"Vomitoxin (DON)"
559,"Vomitoxin (DON)"
560,"Vomitoxin (DON)"
561,"Vomitoxin (DON)"
565,"Vomitoxin (DON)"
616,"Vomitoxin (DON)"
617,"Vomitoxin (DON)"
618,"Vomitoxin (DON)"
631,"Vomitoxin (DON)"
634,"Vomitoxin (DON)"
637,"Vomitoxin (DON)"
639,"Vomitoxin (DON)"
640,"Vomitoxin (DON)"
641,"Vomitoxin (DON)"
642,"Vomitoxin (DON)"
643,"Vomitoxin (DON)"
644,"Vomitoxin (DON)"
645,"Vomitoxin (DON)"
646,"Vomitoxin (DON)"
558,"Yeast count"
566,"Yeast count"
631,"Yeast count"
438,Zearalenone
547,Zearalenone
550,Zearalenone
551,Zearalenone
554,Zearalenone
559,Zearalenone
560,Zearalenone
561,Zearalenone
567,Zearalenone
616,Zearalenone
617,Zearalenone
618,Zearalenone
631,Zearalenone
634,Zearalenone
637,Zearalenone
639,Zearalenone
640,Zearalenone
641,Zearalenone
642,Zearalenone
643,Zearalenone
644,Zearalenone
645,Zearalenone
646,Zearalenone
157,Zn
158,Zn
216,Zn
373,Zn
437,Zn
470,Zn
599,Zn
600,Zn
601,Zn
602,Zn
603,Zn
633,Zn
16,Al
158,Al
216,Al
459,Al
629,Al
635,Al
351,aOMD
352,aOMD
590,APC
440,"Calibrate CP"
440,"Calibrate leaf%"
441,"Calibrate leaf%"
439,"Calibrate NDFD"
440,"Calibrate NDFD"
498,Colilert-Coliform
499,Colilert-Coliform
597,Colilert-Coliform
598,Colilert-Coliform
599,Colilert-Coliform
600,Colilert-Coliform
498,"Colilert-E. Coli"
499,"Colilert-E. Coli"
597,"Colilert-E. Coli"
598,"Colilert-E. Coli"
599,"Colilert-E. Coli"
600,"Colilert-E. Coli"
375,Mojonnier
499,"Free Chlorine"
500,"Free Chlorine"
592,"Free Chlorine"
597,"Free Chlorine"
599,"Free Chlorine"
351,"Gas production"
352,"Gas production"
356,Germination
376,Mo
465,Mo
353,MPL
497,MPN-Coliform
500,MPN-Coliform
497,"MPN-E. Coli"
500,"MPN-E. Coli"
357,"Mean Part Size (DGW)"
418,"Mean Part Size (DGW)"
421,"Mean Part Size (DGW)"
102,"14:1 Myristoleic"
385,NPN
397,PDI
405,PDI
226,Prolamin
403,Prolamin
418,Prolamin
288,"1,2 Propanediol"
411,"Starch gelatinization"
596,TDS
601,TDS
602,TDS
416,Urea
405,"Urease activity"
417,"Urease activity"
550,"Roquefortine C"
551,"Roquefortine C"
559,"Roquefortine C"
560,"Roquefortine C"
561,"Roquefortine C"
617,"Roquefortine C"
618,"Roquefortine C"
627,"Roquefortine C"
631,"Roquefortine C"
637,"Roquefortine C"
643,"Roquefortine C"
644,"Roquefortine C"
645,"Roquefortine C"
646,"Roquefortine C"
337,"Fat (AH)"
157,NDR
184,NDR
214,NDR
307,NDR
351,NDR
352,NDR
391,NDR
444,NDR
447,NDR
448,NDR
449,NDR
451,NDR
452,NDR
453,NDR
458,NDR
650,NDR
288,"Iso-Butyric Acid"
419,"Iso-Butyric Acid"
75,Ethanol
288,Ethanol
288,Methanol
288,Propanol
288,Butanol
212,"Organic Matter"
353,"Screen 1 Weight"
353,"Screen 2 Weight"
353,"Screen 3 Weight"
353,"Screen 4 Weight"
353,"Screen 5 Weight"
353,"Pan Weight"
357,"Pan Weight"
353,"Screen 1 Percentage"
353,"Screen 2 Percentage"
353,"Screen 3 Percentage"
353,"Screen 4 Percentage"
353,"Screen 5 Percentage"
353,"Pan Percentage"
353,"Percent of Weight on Screens 1 & 2"
357,"Sieve 4"
357,"Sieve 6"
357,"Sieve 8"
357,"Sieve 12"
357,"Sieve 16"
357,"Sieve 20"
357,"Sieve 30"
357,"Sieve 40"
357,"Sieve 50"
357,"Sieve 70"
357,"Sieve 100"
357,"Sieve 140"
357,"Sieve 200"
357,"Sieve 270"
497,"MPN Coliform Large Bubbles"
500,"MPN Coliform Large Bubbles"
497,"MPN Coliform Small Bubbles"
500,"MPN Coliform Small Bubbles"
497,"MPN E. Coli Large Bubbles"
500,"MPN E. Coli Large Bubbles"
497,"MPN E. Coli Small Bubbles"
500,"MPN E. Coli Small Bubbles"
469,SO4
599,SO4
600,SO4
601,SO4
602,SO4
603,SO4
398,"Coarse Wt"
427,"Coarse Wt"
435,"Coarse Wt"
442,"Coarse Wt"
398,"Medium Wt"
427,"Medium Wt"
435,"Medium Wt"
442,"Medium Wt"
398,"Fine Wt"
427,"Fine Wt"
435,"Fine Wt"
442,"Fine Wt"
427,"Coarse Starch"
442,"Coarse Starch"
398,"Fine NDF"
435,"Fine NDF"
593,"Water Hardness"
599,"Water Hardness"
600,"Water Hardness"
601,"Water Hardness"
602,"Water Hardness"
603,"Water Hardness"
557,"Zearalenone screen"
557,"DON (Vomitoxin) screen"
557,"T2/HT2 screen"
557,"Fumonisin screen"
361,"KOH solubility"
181,"Insoluble Protein"
184,"Insoluble Protein"
351,"Insoluble Protein"
352,"Insoluble Protein"
391,"Insoluble Protein"
404,"Insoluble Protein"
444,"Insoluble Protein"
448,"Insoluble Protein"
451,"Insoluble Protein"
452,"Insoluble Protein"
453,"Insoluble Protein"
458,"Insoluble Protein"
650,"Insoluble Protein"
221,"Pellet durability 30"
606,"Pellet durability 30"
221,"Pellet durability 60"
606,"Pellet durability 60"
221,"Pellet durability 90"
606,"Pellet durability 90"
221,"Pellet durability 120"
606,"Pellet durability 120"
221,"PD time to 50pct"
606,"PD time to 50pct"
630,Coliform
630,E.coli
482,Enterobacteriaceae
631,Enterobacteriaceae
46,"Clostridia perfringens"
631,"Clostridia perfringens"
5,"AH Starch"
7,"Acid Insoluble Ash"
20,Amylopectin
21,Amylose
49,Cobalt
572,Cobalt
74,Ergot
146,KFM
280,uNDFom18
448,Sucrose
453,Sucrose
448,"Total sugar"
453,"Total sugar"
632,"Total Clostridia"
647,"Heterotrophic Plate Count"
408,"Salt (Cl as %NaCl)"
569,Arsenic
